time,selection_function,num_alternates,num_training_samples,alt_set,obj_func_value
2025-01-20 10:59:01.261212,opt_l1,10,100,['40082', '41133', '41178', '41513', '47924', '49392', '51622', '50337a', '52447a', '49298'],413.4945221445248
2025-01-20 10:59:02.180314,opt_binary,10,100,[],100.0
2025-01-20 11:59:16.444223,opt_l1,10,100,['40082', '41178', '41367', '43750', '44005b', '48244', '48756', '51622', '45537a', '52447a'],26.365084915084875
2025-01-20 11:59:17.648838,opt_binary,10,100,['40082', '41178', '41367', '42553b', '43750', '48244', '49392', '51622', '45537a', '52447a'],74.0
2025-01-20 12:10:10.896530,opt_l1,10,100,['40082', '41178', '41367', '41513', '43750', '44005b', '49392', '51622', '45537a', '52447a'],28.490848040848004
2025-01-20 12:10:11.391828,opt_binary,10,100,['40082', '41178', '41367', '43750', '48244', '49392', '51244', '52977', '52447a', '53271a'],75.0
2025-01-20 12:16:39.978035,opt_l1,10,100,['40082', '41178', '41367', '43750', '44005b', '49392', '51622', '45537a', '50267a', '52447a'],28.455205905205865
2025-01-20 12:16:41.338281,opt_binary,10,100,['40082', '41178', '41232', '41367', '41737', '48244', '51622', '45537a', '50267a', '52447a'],77.0
2025-01-20 14:01:00.261944,opt_l1,10,100,['40082', '41178', '41367', '41513', '43750', '44005b', '49392', '51622', '45537a', '52447a'],30.38429903429901
2025-01-20 14:03:09.762293,opt_l1,10,100,['40082', '41178', '41367', '43750', '44005b', '48244', '51622', '45537a', '52447a', '53271a'],29.458447108447068
2025-01-20 14:03:11.947967,opt_binary,10,100,['40082', '41178', '41367', '43093', '43750', '48244', '51622', '45537a', '50267a', '52447a'],73.0
2025-01-20 14:17:38.423617,opt_l1,30,100,['40026', '40082', '40810', '41178', '41232', '41367', '41513', '41737', '43750', '44005b', '45399', '46105', '48244', '48342', '48380', '48756', '48848', '49392', '51024', '51181', '51244', '51568', '51622', '52977', '45537a', '46343a', '52447a', '53271b', '40513', '49298'],25.642207792207767
2025-01-20 14:17:38.834804,opt_binary,30,100,['40026', '40082', '41133', '41178', '41232', '41367', '42553b', '43480', '44005b', '46105', '46180', '46862', '47924', '48342', '48848', '51244', '51620', '51622', '52977', '53088', '45537a', '45537b', '46343a', '52447a', '49298'],77.0
2025-01-20 14:18:13.719462,opt_l1,30,100,['40082', '40810', '41133', '41178', '41367', '41513', '42553b', '44005b', '46180', '46862', '47924', '48030', '48244', '48342', '48380', '48756', '48848', '49392', '51244', '51568', '51622', '52977', '45537a', '45537b', '46343a', '48549a', '50337a', '52447a', '53271b', '40513'],23.48831168831167
2025-01-20 14:18:14.145177,opt_binary,30,100,['40082', '41133', '41178', '41188', '41367', '41472', '41793', '42553b', '45399', '46105', '46180', '46862', '47924', '48030', '48244', '48342', '48380', '48848', '48903', '49123', '49392', '51244', '51568', '52977', '45537a', '45537b', '46790b', '46867b', '50267a', '52447a'],74.0
2025-01-20 14:50:48.437878,opt_l1,30,100,['40082', '40810', '41178', '41367', '41513', '44005b', '44628', '45693', '46157', '46180', '47924', '48244', '48342', '48380', '48756', '49392', '50048', '51024', '51244', '51622', '52977', '45537a', '45537b', '46343a', '46790b', '46960a', '50267a', '50337a', '52447a', '52447b'],25.07142857142857
2025-01-20 14:50:49.004458,opt_binary,30,100,['40082', '41133', '41178', '41367', '41737', '41793', '42553b', '45399', '46157', '47517', '47924', '48244', '48342', '48380', '49392', '50128', '51244', '51620', '51622', '45537a', '45537b', '45537c', '46343a', '46867b', '46960a', '50267a', '50337a', '52447a', '40513', '52608'],61.0
2025-01-20 15:00:59.743571,opt_l1,30,100,['40082', '40810', '41178', '41232', '41367', '41511', '41513', '41793', '42553b', '43750', '44005b', '45848', '46105', '46862', '47924', '48244', '48380', '48756', '48848', '49392', '51244', '51622', '45537a', '45537b', '46343a', '50267a', '50337a', '52447a', '53271b', '40513'],22.208658008657988
2025-01-20 15:01:00.436071,opt_binary,30,100,['40026', '40082', '41133', '41178', '41188', '41232', '41367', '41793', '42553b', '43480', '43615', '43750', '44005a', '45848', '46105', '46157', '46925', '47533', '47924', '48244', '48380', '49392', '49439', '51622', '52977', '53229', '45537b', '50337a', '52447a', '53271b'],71.0
2025-01-20 15:23:01.181635,opt_l1,1,100,['40082'],158.79703074703124
2025-01-20 15:23:01.776636,opt_binary,1,100,['48244'],98.0
2025-01-20 15:23:57.818636,opt_l1,8,100,['40082', '41178', '43750', '44005b', '49392', '51622', '45537a', '52447a'],32.031845931845886
2025-01-20 15:23:59.525463,opt_binary,8,100,['40082', '41178', '41367', '43750', '47924', '51622', '45537a', '52447a'],81.0
2025-01-20 15:24:57.058781,opt_l1,15,100,['40082', '41178', '41367', '41513', '41793', '43750', '44005b', '46862', '48244', '49392', '51622', '45537a', '46343a', '50267a', '53271b'],22.657142857142833
2025-01-20 15:24:57.525256,opt_binary,15,100,['40026', '40082', '41178', '41232', '41367', '43750', '48342', '48380', '48848', '49123', '49392', '51622', '45537a', '48549a', '52447a'],75.0
2025-01-20 15:25:57.657059,opt_l1,22,100,['40082', '40810', '41133', '41178', '41367', '41513', '41793', '43750', '44005b', '48244', '48342', '48756', '49392', '51244', '51622', '45537a', '45537b', '46343a', '46960a', '50337a', '52447a', '53271b'],28.392857142857117
2025-01-20 15:25:58.333806,opt_binary,22,100,['40082', '41133', '41178', '41367', '45848', '46862', '46925', '47924', '48244', '48342', '48848', '49392', '51244', '51568', '51622', '52977', '46343a', '46960a', '50337a', '52447a', '53271b', '40513'],77.0
2025-01-20 15:26:59.568625,opt_l1,30,100,['40082', '40810', '41178', '41232', '41367', '41513', '41793', '42553b', '43750', '44005b', '47924', '48221', '48244', '48342', '48380', '48756', '48848', '48903', '49392', '51024', '51181', '51244', '51622', '45537a', '46343a', '50337a', '52447a', '53271a', '53271b', '49298'],25.078138528138506
2025-01-20 15:27:00.315170,opt_binary,30,100,['40082', '41232', '41367', '41511', '42553b', '43480', '43750', '45848', '46180', '46862', '47924', '48030', '48244', '48342', '48380', '48756', '48848', '49392', '50705', '51244', '51622', '52977', '45537b', '50337a', '52447a', '40513', '49298'],63.0
2025-01-20 17:32:04.050266,opt_l1,1,100,['40082'],191.20747585747623
2025-01-20 17:32:04.771012,opt_binary,1,100,['48848'],95.0
2025-01-20 17:32:59.844779,opt_l1,8,100,['40082', '41178', '48848', '49392', '51568', '45537a', '46867b', '52447a'],41.47925824175842
2025-01-20 17:33:00.727834,opt_binary,8,100,['40082', '41178', '41367', '47924', '48848', '49392', '51244', '51622'],88.0
2025-01-20 17:33:59.353451,opt_l1,15,100,['40082', '41178', '41367', '41513', '44005b', '47924', '48756', '48848', '49392', '51244', '51568', '51622', '45537a', '46867b', '52447a'],29.376749639249603
2025-01-20 17:33:59.983668,opt_binary,15,100,['40026', '40082', '41367', '41793', '43480', '43750', '46180', '47533', '48848', '51244', '51568', '51622', '46790b', '52447a', '52447b'],91.0
2025-01-20 17:35:03.790283,opt_l1,22,100,['40082', '40810', '41178', '41367', '41513', '42553b', '43480', '43750', '43922', '44005b', '46180', '47924', '48756', '48848', '49392', '51244', '51568', '51622', '52977', '45537a', '46790b', '52447a'],31.352056277056224
2025-01-20 17:35:04.432983,opt_binary,22,100,['40082', '41178', '41188', '41367', '41793', '42553a', '43750', '44005b', '46180', '46862', '48342', '48848', '49392', '51568', '51620', '51622', '53165', '45537a', '46790b', '50267a', '52447a', '52447b'],85.0
2025-01-20 17:36:10.305485,opt_l1,30,100,['40082', '40810', '41178', '41367', '41472', '41511', '41513', '41793', '43750', '44005b', '47924', '48244', '48380', '48756', '48848', '49392', '51244', '51568', '51620', '51622', '52977', '53165', '45537a', '46343a', '46790b', '46867b', '52447a', '52447b', '53271b', '40513'],30.429978354978306
2025-01-20 17:36:10.768691,opt_binary,30,100,['40082', '40810', '41133', '41178', '41188', '41367', '41472', '41511', '41513', '41793', '42553b', '43480', '44625', '45542', '46157', '46180', '47533', '47924', '48030', '48848', '49392', '51568', '51622', '52977', '53165', '45537a', '46790b', '46867b', '50337a', '53271a'],90.0
2025-01-20 21:35:19.299866,opt_l1,1,100,['40082'],188.98055139305183
2025-01-20 21:35:19.838831,opt_binary,1,100,['51622'],99.0
2025-01-20 21:36:22.439381,opt_l1,8,100,['40082', '40810', '41178', '43750', '48848', '49392', '45537a', '53271b'],37.93527444777459
2025-01-20 21:36:23.002337,opt_binary,8,100,['40082', '41178', '41367', '47924', '48848', '51568', '51622', '45537a'],89.0
2025-01-20 21:37:24.523539,opt_l1,15,100,['40082', '40810', '41178', '41367', '44005b', '47924', '48848', '49392', '51568', '51622', '45537a', '46790b', '46867b', '52447a', '53271a'],33.806114718614715
2025-01-20 21:37:25.205871,opt_binary,15,100,['40082', '40810', '41178', '41367', '46180', '47924', '48244', '48848', '49392', '50705', '51568', '51622', '45537a', '46867b', '52447a'],87.0
2025-01-20 21:38:31.209089,opt_l1,22,100,['40082', '40810', '41178', '41188', '41367', '41513', '41793', '42553b', '43750', '44005b', '46180', '47924', '48380', '48848', '49392', '51244', '51568', '51622', '45537a', '46790b', '50267a', '52447a'],30.78966450216447
2025-01-20 21:38:31.806092,opt_binary,22,100,['40082', '40810', '41178', '41188', '41367', '41737', '41793', '42553a', '46180', '47924', '48380', '48848', '49392', '50048', '50320', '51244', '51568', '51620', '53165', '45537a', '52447a', '53271b'],91.0
2025-01-20 21:39:38.644220,opt_l1,30,100,['40082', '40810', '41178', '41367', '41513', '41737', '41793', '42553b', '43480', '43750', '44005b', '45399', '46180', '47924', '48221', '48244', '48756', '48848', '49392', '51244', '51568', '51622', '52977', '53165', '45537a', '46343a', '46790b', '52447a', '53271a', '53271b'],33.26774891774892
2025-01-20 21:39:39.328400,opt_binary,30,100,['40082', '40810', '41178', '41232', '41367', '41472', '41793', '42553b', '43615', '43750', '45542', '46180', '47533', '47924', '48030', '48244', '48756', '48848', '49392', '51244', '51568', '51620', '53165', '45537a', '46790b', '50337a', '52447a', '52447b', '53271a', '49298'],91.0
2025-01-21 10:39:19.820736,opt_l1,1,100,['40082'],158.37244283494329
2025-01-21 10:39:20.424268,opt_binary,1,100,['42553b'],99.0
2025-01-21 10:40:16.173519,opt_l1,2,100,['40082', '45537a'],134.78248279498317
2025-01-21 10:40:16.841757,opt_binary,2,100,['48848', '51568'],96.0
