Number,STATUS,A,L,D,E,F,G,H,I,B,J,K,C,M,N,DATA_ID
5270,Selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5271,Selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5272,Selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5273,Selected,A1,2,0,0,1,0,1,,,,0,,3,3,ACA
5274,Selected,A1,3,0,0,0,1,0,,,,0,,3,3,ACA
5275,Selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5276,Selected,A1,1,0,1,1,0,0,,,,1,,3,3,ACA
5277,Selected,A1,3,1,0,1,0,0,,,,0,,3,3,ACA
5278,Selected,A1,3,0,0,0,1,0,,,,0,,1,1,ACA
5279,Selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5280,Selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5281,Selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5282,Selected,A1,3,0,0,0,1,0,,,,0,,3,3,ACA
5283,Selected,A1,2,0,1,1,0,0,,,,1,,1,1,ACA
5284,Selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5285,Selected,A2,5,0,0,0,1,0,,,,1,,1,1,ACA
5286,Selected,A1,1,0,0,0,1,0,,,,0,,1,1,ACA
5287,Selected,A1,1,0,1,1,0,0,,,,1,,1,1,ACA
5288,Selected,A1,2,0,0,0,1,0,,,,0,,3,3,ACA
5289,Selected,A2,3,0,1,1,0,0,,,,0,,1,1,ACA
5290,Selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5291,Selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5292,Selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5293,Selected,A2,2,0,0,0,1,0,,,,0,,2,2,ACA
5294,Selected,A1,2,0,0,0,1,0,,,,0,,3,3,ACA
5295,Selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5296,Selected,A2,2,0,1,1,0,0,,,,0,,3,3,ACA
5297,Selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5298,Selected,A1,1,0,0,1,0,1,,,,0,,1,1,ACA
5299,Selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5300,Selected,A1,3,0,0,0,1,0,,,,0,,3,3,ACA
5301,Selected,A2,1,0,1,1,0,0,,,,1,,2,2,ACA
5302,"Selected, dropped out",A1,2,0,1,1,0,0,,,,1,,1,1,ACA
5303,Not selected,A2,2,0,0,0,1,0,,,,0,,2,2,ACA
5304,Not selected,A2,1,0,0,1,0,1,,,,0,,3,3,ACA
5305,Not selected,A2,1,0,0,1,0,1,,,,1,,1,1,ACA
5306,Not selected,A2,1,0,0,1,0,1,,,,1,,3,3,ACA
5307,Not selected,A2,2,0,0,1,0,1,,,,0,,3,3,ACA
5308,Not selected,A2,1,0,0,1,0,1,,,,1,,3,3,ACA
5309,Not selected,A1,1,0,1,1,0,0,,,,0,,1,1,ACA
5310,Not selected,A2,2,0,0,1,0,1,,,,1,,2,2,ACA
5311,Not selected,A2,1,0,1,1,0,0,,,,1,,2,2,ACA
5312,Not selected,A2,2,0,1,1,0,0,,,,1,,1,1,ACA
5313,Not selected,A2,2,0,1,1,0,0,,,,0,,3,3,ACA
5314,Not selected,A1,,0,1,1,0,0,,,,1,,1,1,ACA
5315,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5316,Not selected,A2,2,0,1,1,0,0,,,,1,,1,1,ACA
5317,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5318,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5319,Not selected,A2,2,0,0,1,0,1,,,,0,,1,1,ACA
5320,Not selected,A1,3,0,0,0,1,0,,,,0,,3,3,ACA
5321,Not selected,A2,,0,0,0,1,0,,,,0,,3,3,ACA
5322,Not selected,A2,1,0,1,1,0,0,,,,1,,1,1,ACA
5323,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5324,Not selected,A2,2,0,0,0,1,0,,,,0,,3,3,ACA
5325,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5326,Not selected,A2,2,0,0,1,0,1,,,,1,,1,1,ACA
5327,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5328,Not selected,A1,1,0,1,1,0,0,,,,1,,1,1,ACA
5329,Not selected,A1,2,0,1,1,0,0,,,,1,,1,1,ACA
5330,Not selected,A2,2,0,0,0,1,0,,,,0,,3,3,ACA
5331,Not selected,A2,2,0,0,1,0,1,,,,0,,3,3,ACA
5332,Not selected,A1,2,0,0,0,1,0,,,,0,,1,1,ACA
5333,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5334,Not selected,A2,2,0,0,1,0,1,,,,1,,3,3,ACA
5335,Not selected,A2,1,0,1,1,0,0,,,,1,,1,1,ACA
5336,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5337,Not selected,A2,2,0,0,1,0,1,,,,1,,3,3,ACA
5338,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5339,Not selected,A2,3,0,1,1,0,0,,,,1,,3,3,ACA
5340,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5341,Not selected,A2,1,0,0,1,0,1,,,,0,,1,1,ACA
5342,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5343,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5344,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5345,Not selected,A2,1,0,0,0,1,0,,,,0,,1,1,ACA
5346,Not selected,A2,1,0,0,1,0,1,,,,1,,3,3,ACA
5347,Not selected,A2,1,0,0,1,0,1,,,,0,,3,3,ACA
5348,Not selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5349,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5350,Not selected,A2,3,0,0,0,1,0,,,,0,,2,2,ACA
5351,Not selected,A2,1,0,1,1,0,0,,,,1,,3,3,ACA
5352,Not selected,A1,2,0,0,1,0,1,,,,0,,3,3,ACA
5353,Not selected,A2,,0,0,1,0,1,,,,0,,1,1,ACA
5354,Not selected,A2,1,0,1,1,0,0,,,,1,,3,3,ACA
5355,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5356,Not selected,A2,2,0,0,1,0,1,,,,1,,1,1,ACA
5357,Not selected,A1,1,0,1,1,0,0,,,,1,,1,1,ACA
5358,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5359,Not selected,A2,2,0,0,1,0,1,,,,0,,3,3,ACA
5360,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5361,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5362,Not selected,A2,3,0,0,1,0,1,,,,0,,3,3,ACA
5363,Not selected,A2,2,0,0,1,0,1,,,,1,,3,3,ACA
5364,Not selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5365,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5366,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5367,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5368,Not selected,A3,3,0,0,0,1,0,,,,0,,3,3,ACA
5369,Not selected,A1,3,0,0,0,1,0,,,,0,,1,1,ACA
5370,Not selected,A1,2,0,1,1,0,0,,,,0,,3,3,ACA
5371,Not selected,A2,2,0,1,1,0,0,,,,0,,3,3,ACA
5372,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5373,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5374,Not selected,A2,2,0,0,0,1,0,,,,0,,3,3,ACA
5375,Not selected,A2,2,0,0,1,0,1,,,,1,,1,1,ACA
5376,Not selected,A2,2,0,0,1,0,1,,,,0,,2,2,ACA
5377,Not selected,A2,2,0,0,0,1,0,,,,0,,3,3,ACA
5378,Not selected,A2,2,0,0,1,0,1,,,,0,,3,3,ACA
5379,Not selected,A2,2,0,1,1,0,0,,,,1,,1,1,ACA
5380,Not selected,A1,,0,0,0,1,0,,,,0,,3,3,ACA
5381,Not selected,A2,1,0,0,0,1,0,,,,0,,1,1,ACA
5382,Not selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5383,Not selected,A2,1,0,0,0,1,0,,,,0,,1,1,ACA
5384,Not selected,A1,1,0,0,1,0,1,,,,1,,3,3,ACA
5385,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5386,Not selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5387,Not selected,A1,1,0,0,0,1,0,,,,0,,3,3,ACA
5388,Not selected,A2,1,0,0,1,0,1,,,,1,,1,1,ACA
5389,Not selected,A1,1,0,1,1,0,0,,,,1,,3,3,ACA
5390,Not selected,A2,2,0,0,1,0,1,,,,1,,3,3,ACA
5391,Not selected,A1,2,0,1,1,0,0,,,,0,,2,2,ACA
5392,Not selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5393,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5394,Not selected,A2,2,0,0,1,0,1,,,,1,,3,3,ACA
5395,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5396,Not selected,A2,,0,0,0,1,0,,,,0,,3,3,ACA
5397,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5398,Not selected,A2,1,0,0,1,0,1,,,,0,,1,1,ACA
5399,Not selected,A1,1,0,1,1,0,0,,,,1,,3,3,ACA
5400,Not selected,A1,1,0,0,0,1,0,,,,0,,3,3,ACA
5401,Not selected,A2,1,0,0,1,0,1,,,,0,,3,3,ACA
5402,Not selected,A1,1,0,1,1,0,0,,,,1,,3,3,ACA
5403,Not selected,A1,2,0,1,1,0,0,,,,1,,1,1,ACA
5404,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5405,Not selected,A2,2,0,0,0,1,0,,,,0,,3,3,ACA
5406,Not selected,A1,3,0,0,0,1,0,,,,0,,3,3,ACA
5407,Not selected,A2,2,0,1,1,0,0,,,,1,,1,1,ACA
5408,Not selected,A2,2,0,1,1,0,0,,,,0,,1,1,ACA
5409,Not selected,A2,1,0,0,1,0,1,,,,1,,1,1,ACA
5410,Not selected,A2,5,0,0,0,1,0,,,,0,,1,1,ACA
5411,Not selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5412,Not selected,A1,1,0,0,1,0,1,,,,1,,3,3,ACA
5413,Not selected,A3,2,0,0,0,1,0,,,,0,,3,3,ACA
5414,Not selected,A1,2,0,0,0,1,0,,,,0,,3,3,ACA
5415,Not selected,A2,1,0,1,1,0,0,,,,1,,3,3,ACA
5416,Not selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5417,Not selected,A2,2,0,0,1,0,1,,,,0,,2,2,ACA
5418,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5419,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5420,Not selected,A2,2,0,1,1,0,0,,,,0,,1,1,ACA
5421,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5422,Not selected,A2,,0,0,0,1,0,,,,0,,3,3,ACA
5423,Not selected,A2,2,0,0,1,0,1,,,,1,,3,3,ACA
5424,Not selected,A2,2,0,0,1,0,1,,,,1,,3,3,ACA
5425,Not selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5426,Not selected,A2,5,0,0,0,1,0,,,,0,,2,2,ACA
5427,Not selected,A1,2,0,0,0,1,0,,,,0,,3,3,ACA
5428,Not selected,A2,2,0,1,1,0,0,,,,1,,1,1,ACA
5429,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5430,Not selected,A1,2,0,0,0,1,0,,,,0,,3,3,ACA
5431,Not selected,A1,3,0,0,0,1,0,,,,0,,3,3,ACA
5432,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5433,Not selected,A2,,0,0,0,1,0,,,,0,,3,3,ACA
5434,Not selected,A3,3,0,1,1,0,0,,,,1,,1,1,ACA
5435,Not selected,A1,,0,1,1,0,0,,,,1,,1,1,ACA
5436,Not selected,A2,1,0,1,1,0,0,,,,1,,1,1,ACA
5437,Not selected,A2,1,0,0,1,0,1,,,,0,,3,3,ACA
5438,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5439,Not selected,A1,1,0,1,1,0,0,,,,1,,1,1,ACA
5440,Not selected,A1,3,0,0,0,1,0,,,,0,,3,3,ACA
5441,Not selected,A1,1,0,1,1,0,0,,,,1,,3,3,ACA
5442,Not selected,A2,1,0,0,1,0,1,,,,1,,3,3,ACA
5443,Not selected,A2,1,0,0,1,0,1,,,,1,,3,3,ACA
5444,Not selected,A1,2,0,1,1,0,0,,,,1,,3,3,ACA
5445,Not selected,A1,2,0,1,1,0,0,,,,1,,3,3,ACA
5446,Not selected,A2,2,0,0,0,1,0,,,,0,,3,3,ACA
5447,Not selected,A1,,0,0,0,1,0,,,,0,,3,3,ACA
5448,Not selected,A1,2,0,1,1,0,0,,,,1,,3,3,ACA
5449,Not selected,A2,2,0,1,1,0,0,,,,1,,1,1,ACA
5450,Not selected,A2,2,0,0,0,1,0,,,,0,,3,3,ACA
5451,Not selected,A1,3,0,0,0,1,0,,,,1,,3,3,ACA
5452,Not selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5453,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5454,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5455,Not selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5456,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5457,Not selected,A2,,0,0,0,1,0,,,,0,,3,3,ACA
5458,Not selected,A2,2,0,0,0,1,0,,,,0,,1,1,ACA
5459,Not selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5460,Not selected,A2,1,0,1,1,0,0,,,,1,,3,3,ACA
5461,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5462,Not selected,A2,2,0,0,0,1,0,,,,0,,1,1,ACA
5463,Not selected,A1,1,0,1,1,0,0,,,,0,,1,1,ACA
5464,Not selected,A2,1,0,1,1,0,0,,,,1,,1,1,ACA
5465,Not selected,A1,,0,1,1,0,0,,,,1,,3,3,ACA
5466,Not selected,A1,2,0,0,0,1,0,,,,0,,1,1,ACA
5467,Not selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5468,Not selected,A2,1,0,1,1,0,0,,,,1,,3,3,ACA
5469,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5470,Not selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5471,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5472,Not selected,A1,2,0,0,1,0,1,,,,1,,3,3,ACA
5473,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5474,Not selected,A2,3,0,0,0,1,0,,,,1,,1,1,ACA
5475,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5476,Not selected,A2,2,0,1,1,0,0,,,,1,,1,1,ACA
5477,Not selected,A2,2,0,1,1,0,0,,,,1,,1,1,ACA
5478,Not selected,A1,1,0,1,1,0,0,,,,1,,3,3,ACA
5479,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5480,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5481,Not selected,A2,2,0,0,1,0,1,,,,0,,2,2,ACA
5482,Not selected,A1,1,0,1,1,0,0,,,,1,,2,2,ACA
5483,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5484,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5485,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5486,Not selected,A1,2,0,1,1,0,0,,,,1,,2,2,ACA
5487,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5488,Not selected,A2,2,0,1,1,0,0,,,,1,,3,3,ACA
5489,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5490,Not selected,A2,1,0,0,1,0,1,,,,1,,3,3,ACA
5491,Not selected,A2,1,0,0,1,0,1,,,,1,,1,1,ACA
5492,Not selected,A1,2,0,1,1,0,0,,,,1,,2,2,ACA
5493,Not selected,A2,1,0,0,1,0,1,,,,0,,3,3,ACA
5494,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5495,Not selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5496,Not selected,A1,2,0,1,1,0,0,,,,1,,3,3,ACA
5497,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5498,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5499,Not selected,A1,5,0,0,0,1,0,,,,0,,3,3,ACA
5500,Not selected,A2,2,0,0,1,0,1,,,,1,,3,3,ACA
5501,Not selected,A2,5,0,0,0,1,0,,,,0,,3,3,ACA
5502,Not selected,A2,2,0,0,1,0,1,,,,1,,3,3,ACA
5503,Not selected,A2,1,0,1,1,0,0,,,,1,,3,3,ACA
5504,Not selected,A2,3,0,0,0,1,0,,,,0,,3,3,ACA
5505,Not selected,A3,2,0,0,0,1,0,,,,0,,2,2,ACA
5506,Not selected,A1,3,0,0,0,1,0,,,,0,,3,3,ACA
5507,Not selected,A2,2,0,0,0,1,0,,,,0,,3,3,ACA
5508,Not selected,,2,0,0,0,1,0,,,,0,,3,3,ACA
5509,Not selected,,5,0,0,0,1,0,,,,0,,3,3,ACA
5510,Not selected,,2,0,0,0,1,0,,,,0,,2,2,ACA
5511,Not selected,,3,0,0,0,1,0,,,,0,,3,3,ACA
5512,Not selected,,2,0,0,0,1,0,,,,0,,3,3,ACA
5513,Not selected,A2,3,0,0,0,1,0,,,,0,,1,1,ACA
5514,Not selected,A3,1,0,0,0,1,0,,,,1,,2,2,ACA
5515,"Selected, dropped out",A1,1,0,0,0,,,,,,0,,,,ABE
5516,"Selected, dropped out",A1,2,0,1,1,,,,,,,,,,ABE
5517,Selected,A2,5,0,0,0,,,,,,0,,,,ABE
5518,Selected,A2,3,0,0,0,,,,,,0,,,,ABE
5519,Selected,A2,3,0,1,1,,,,,,,,,,ABE
5520,Selected,A1,3,0,1,1,,,,,,1,,,,ABE
5521,Selected,A2,2,0,1,1,,,,,,1,,,,ABE
5522,Selected,A1,2,0,1,1,,,,,,1,,,,ABE
5523,Selected,A1,3,0,1,1,,,,,,1,,,,ABE
5524,Selected,A1,2,0,1,1,,,,,,1,,,,ABE
5525,Selected,A1,2,0,1,1,,,,,,,,,,ABE
5526,Selected,A3,2,0,1,1,,,,,,,,,,ABE
5527,Selected,A2,3,0,0,0,,,,,,0,,,,ABE
5528,Selected,A2,2,0,0,0,,,,,,0,,,,ABE
5529,Selected,A1,5,0,0,0,,,,,,,,,,ABE
5530,Selected,A1,5,0,0,0,,,,,,,,,,ABE
5531,Selected,A1,3,0,0,0,,,,,,1,,,,ABE
5532,Selected,A1,2,0,1,1,,,,,,0,,,,ABE
5533,Selected,A2,1,0,1,1,,,,,,1,,,,ABE
5534,Selected,A1,1,0,0,0,,,,,,,,,,ABE
5535,Selected,A1,2,0,0,0,,,,,,0,,,,ABE
5536,Selected,A2,1,0,0,0,,,,,,0,,,,ABE
5537,Selected,A2,5,0,0,0,,,,,,0,,,,ABE
5538,Selected,A1,1,0,0,0,,,,,,0,,,,ABE
5539,Selected,A1,1,0,0,0,,,,,,1,,,,ABE
5540,Selected,A2,1,0,0,0,,,,,,1,,,,ABE
5541,Selected,A2,1,0,0,0,,,,,,,,,,ABE
5542,Selected,A2,3,0,0,0,,,,,,,,,,ABE
5543,Selected,A2,2,1,0,1,,,,,,,,,,ABE
5544,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5545,Not selected,A2,2,0,0,0,,,,,,1,,,,ABE
5546,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5547,Not selected,A1,5,0,0,0,,,,,,,,,,ABE
5548,Not selected,A1,5,0,0,0,,,,,,,,,,ABE
5549,Not selected,A1,3,0,0,0,,,,,,1,,,,ABE
5550,Not selected,A1,3,0,0,0,,,,,,1,,,,ABE
5551,Not selected,A1,3,0,0,0,,,,,,,,,,ABE
5552,Not selected,A1,3,0,1,1,,,,,,,,,,ABE
5553,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5554,Not selected,A1,5,0,0,0,,,,,,0,,,,ABE
5555,Not selected,A1,2,0,1,1,,,,,,,,,,ABE
5556,Not selected,A2,3,0,0,0,,,,,,,,,,ABE
5557,Not selected,A1,3,0,1,1,,,,,,,,,,ABE
5558,Not selected,A1,3,0,0,0,,,,,,1,,,,ABE
5559,Not selected,A2,3,0,0,0,,,,,,0,,,,ABE
5560,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5561,Not selected,A1,5,0,0,0,,,,,,1,,,,ABE
5562,Not selected,A1,2,0,0,0,,,,,,1,,,,ABE
5563,Not selected,A2,2,0,0,0,,,,,,,,,,ABE
5564,Not selected,A2,2,0,0,0,,,,,,,,,,ABE
5565,Not selected,A2,2,0,1,1,,,,,,1,,,,ABE
5566,Not selected,A1,2,0,0,0,,,,,,1,,,,ABE
5567,Not selected,A2,1,0,0,0,,,,,,,,,,ABE
5568,Not selected,A2,3,0,0,0,,,,,,1,,,,ABE
5569,Not selected,A1,2,0,1,1,,,,,,1,,,,ABE
5570,Not selected,A2,2,0,1,1,,,,,,,,,,ABE
5571,Not selected,A2,3,0,1,1,,,,,,1,,,,ABE
5572,Not selected,A1,1,0,1,1,,,,,,,,,,ABE
5573,Not selected,A2,3,0,0,0,,,,,,,,,,ABE
5574,Not selected,A2,2,0,1,1,,,,,,0,,,,ABE
5575,Not selected,A2,3,0,0,0,,,,,,0,,,,ABE
5576,Not selected,A1,3,0,1,1,,,,,,,,,,ABE
5577,Not selected,A2,3,0,0,0,,,,,,,,,,ABE
5578,Not selected,A2,2,0,0,0,,,,,,,,,,ABE
5579,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5580,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5581,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5582,Not selected,A1,5,0,0,0,,,,,,,,,,ABE
5583,Not selected,A2,3,0,1,1,,,,,,1,,,,ABE
5584,Not selected,A2,3,0,0,0,,,,,,0,,,,ABE
5585,Not selected,A1,3,0,1,1,,,,,,,,,,ABE
5586,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5587,Not selected,A1,5,0,0,0,,,,,,1,,,,ABE
5588,Not selected,A2,2,0,1,1,,,,,,0,,,,ABE
5589,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5590,Not selected,A2,1,0,0,0,,,,,,0,,,,ABE
5591,Not selected,A1,5,0,0,0,,,,,,,,,,ABE
5592,Not selected,A2,3,0,1,1,,,,,,1,,,,ABE
5593,Not selected,A1,2,0,1,1,,,,,,1,,,,ABE
5594,Not selected,A1,2,0,1,1,,,,,,,,,,ABE
5595,Not selected,A1,2,0,0,0,,,,,,0,,,,ABE
5596,Not selected,A2,3,0,1,1,,,,,,,,,,ABE
5597,Not selected,A2,3,0,1,1,,,,,,,,,,ABE
5598,Not selected,A2,3,0,0,0,,,,,,,,,,ABE
5599,Not selected,A2,3,0,1,1,,,,,,,,,,ABE
5600,Not selected,A2,2,0,0,0,,,,,,,,,,ABE
5601,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5602,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5603,Not selected,A2,2,0,0,0,,,,,,,,,,ABE
5604,Not selected,A2,2,0,1,1,,,,,,,,,,ABE
5605,Not selected,A2,3,0,1,1,,,,,,1,,,,ABE
5606,Not selected,A1,5,0,1,1,,,,,,1,,,,ABE
5607,Not selected,A2,3,0,0,0,,,,,,,,,,ABE
5608,Not selected,A1,5,0,0,0,,,,,,1,,,,ABE
5609,Not selected,A1,2,0,0,0,,,,,,,,,,ABE
5610,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5611,Not selected,A1,5,0,0,0,,,,,,1,,,,ABE
5612,Not selected,A1,2,0,0,0,,,,,,0,,,,ABE
5613,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5614,Not selected,A2,3,0,0,0,,,,,,0,,,,ABE
5615,Not selected,A2,5,0,1,1,,,,,,0,,,,ABE
5616,Not selected,A2,3,0,0,0,,,,,,0,,,,ABE
5617,Not selected,A2,1,0,1,1,,,,,,1,,,,ABE
5618,Not selected,A2,1,0,0,0,,,,,,0,,,,ABE
5619,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5620,Not selected,A2,5,0,0,0,,,,,,,,,,ABE
5621,Not selected,A1,2,0,1,1,,,,,,1,,,,ABE
5622,Not selected,A2,3,0,0,0,,,,,,1,,,,ABE
5623,Not selected,A1,5,0,0,0,,,,,,,,,,ABE
5624,Not selected,A2,2,0,0,0,,,,,,,,,,ABE
5625,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5626,Not selected,A2,3,0,0,0,,,,,,0,,,,ABE
5627,Not selected,A2,2,0,0,0,,,,,,,,,,ABE
5628,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5629,Not selected,A1,2,0,1,1,,,,,,,,,,ABE
5630,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5631,Not selected,A1,3,0,0,0,,,,,,1,,,,ABE
5632,Not selected,A2,3,0,0,0,,,,,,,,,,ABE
5633,Not selected,A2,3,0,0,0,,,,,,0,,,,ABE
5634,Not selected,A1,5,0,0,0,,,,,,0,,,,ABE
5635,Not selected,A2,5,0,0,0,,,,,,1,,,,ABE
5636,Not selected,A2,3,0,0,0,,,,,,1,,,,ABE
5637,Not selected,A2,5,0,0,0,,,,,,0,,,,ABE
5638,Not selected,A2,5,0,0,0,,,,,,,,,,ABE
5639,Not selected,A2,3,0,0,0,,,,,,1,,,,ABE
5640,Not selected,A2,1,0,0,0,,,,,,0,,,,ABE
5641,Not selected,A2,2,0,1,1,,,,,,1,,,,ABE
5642,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5643,Not selected,A2,2,0,0,0,,,,,,,,,,ABE
5644,Not selected,A2,5,0,0,0,,,,,,1,,,,ABE
5645,Not selected,A2,2,0,1,1,,,,,,,,,,ABE
5646,Not selected,A1,2,0,1,1,,,,,,1,,,,ABE
5647,Not selected,A2,3,0,0,0,,,,,,,,,,ABE
5648,Not selected,A1,2,0,1,1,,,,,,1,,,,ABE
5649,Not selected,A2,2,0,1,1,,,,,,0,,,,ABE
5650,Not selected,A2,1,0,1,1,,,,,,,,,,ABE
5651,Not selected,A1,3,0,0,0,,,,,,1,,,,ABE
5652,Not selected,A2,3,0,0,0,,,,,,,,,,ABE
5653,Not selected,A2,1,0,0,0,,,,,,0,,,,ABE
5654,Not selected,A1,2,0,1,1,,,,,,1,,,,ABE
5655,Not selected,A1,5,0,0,0,,,,,,0,,,,ABE
5656,Not selected,A2,3,0,0,0,,,,,,0,,,,ABE
5657,Not selected,A1,3,0,0,0,,,,,,0,,,,ABE
5658,Not selected,A2,2,0,1,1,,,,,,,,,,ABE
5659,Not selected,A2,2,0,0,0,,,,,,0,,,,ABE
5660,Not selected,A1,2,0,1,1,,,,,,0,,,,ABE
5661,Not selected,A1,3,0,0,0,,,,,,,,,,ABE
5662,Not selected,A2,3,0,0,0,,,,,,0,,,,ABE
5663,Not selected,A2,2,0,1,1,,,,,,,,,,ABE
5664,Not selected,A1,3,0,0,0,,,,,,,,,,ABE
5665,Not selected,A1,5,0,0,0,,,,,,,,,,ABE
